web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-400","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/890aa37b-00ae-4c7f-9df4-fd6d1927a4138a0acb37-bdb6-4259-b9c8-2b9330010255.jpg?preset=small-sq","Live Ministries","The mission of Live Ministries is to gather UCF students together for worship and fellowship and to send them back out to be a blessing to the UCF community.
Living for Christ. Loving UCF."
"1523568745-170","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6c53964c-4b05-4c1f-a28c-ac57057baa04311ef8e4-90b1-4ebe-b9d5-b4151a559ee7.jpg?preset=small-sq","CEO Knights","The purpose of the club is to foster interest in entrepreneurship, whether that be starting a for profit or non-profit business entity, or starting another organization. We foster a community of entrepreneurs along with providing valuable resources"
"1523568745-240","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9bab9915-3667-4f61-be64-c1326d393b5d73d7fb2b-993b-4f0f-9f16-512b2d12df0d.png?preset=small-sq","Energy Knights","Energy Knights will aim to provide UCF students the opportunity to take part in projects that revolve around power and energy. We strive to arrange connections between industry professionals and members to sharpen their passions for power and energy and"
"1523568745-281","https://knightconnect.campuslabs.com/engage/organizations","","G","The Golf Club at UCF will strive to create an environment where students of all skill levels can learn, develop, practice and compete while simultaneously offering opportunities to grow personally and professionally through the game of golf."
"1523568745-282","https://knightconnect.campuslabs.com/engage/organizations","","G","The mission of the Graduate Anthropology Association is to provide a setting where students can discuss current research topics in Anthropology and assist fellow classmates in conducting graduate level research."
"1523568745-288","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2238fd27-b002-48c9-8720-2de7bad0cb6a3ddbbd57-b4d9-4463-a37d-54e56a6ed430.jpg?preset=small-sq","Graphic Design Student Association","Meeting on Wed. at 5:30 PM, BA 135. GDSA is a collaboration group that aims to strengthen the presence of UCF designers, illustrators, photographers and other creatives in the local community."
"1523568745-214","https://knightconnect.campuslabs.com/engage/organizations","","D","Delight seeks to establish a college community that grows together, serves together, learns together, and does life together while chasing the heart of God."
"1523568745-261","https://knightconnect.campuslabs.com/engage/organizations","","F","To promote an all inclusive Martial Arts culture to improve physical, spiritual & mental self-being through the application of modern and traditional practices, not limited to one particular style."
"1523568745-297","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6b51b520-655c-4cfe-a22f-2bf67a0363af028af716-ccfe-42ec-80f8-8888c04a2cc1.jpg?preset=small-sq","Health Awareness and Prevention Society","The mission of Health Awareness and Prevention Society (H.A.P.S) exists to promote a healthy lifestyle by increasing awareness and healthy living through education and preventative measures."
"1523568745-69","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/435e6eed-a775-40c4-95a1-62f837a6e7978299c8f3-f1f1-489f-bcce-cf7e482e62fa.jpg?preset=small-sq","Access at UCF","The mission of Access at UCF is to advocate for Safe Accessibility and to support inclusion to members and non-members of those living with disabilities by advocating for a Community environment with the UCF community."
"1523568745-222","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/0f98f295-06ba-412e-b1b7-acc821b4504e27480dbe-260c-4388-be7a-e094a90e7d49.jpg?preset=small-sq","Delta Sigma Pi Professional Business Fraternity","Delta Sigma Pi is a professional fraternity organized to foster the study of business in universities; to encourage scholarship, social activity and the association of students for their mutual advancement by research and practice."
"1523568745-563","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/44f2ced5-a927-42ca-8ebb-ebd37e382e71723c7097-16e2-40ee-89eb-d0fe20b795d5.png?preset=small-sq","She's the First","We are the UCF chapter of She's the First, a not-for-profit organization that sponsors girls' education in low-income countries."
"1523568745-374","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/dcb63b52-50f7-4791-8361-7381c1f12c0fd91fb474-3fbc-4258-85e5-ef4c611b9fc4.png?preset=small-sq","Knights of the Connection","KotC is a unique entity that focuses on the specific needs of the individual regions, campuses, and students that it serves. UCF regional campuses, Rosen College of Hospitality Management, the College of Medicine, as well as Graduate Knights."
"1523568745-350","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c4746262-0abe-46e3-9dc5-cc038885530daeffe233-5c00-4c9c-978d-2303be4edcec.png?preset=small-sq","Knight Camp","Knight Camp is a unique UCF experience built to immerse incoming students into the UCF culture as well as prepare them for the excitement of being a Knight. Knight Camp creates friends and memories of a lifetime, personal growth and all Knight fun!"
"1523568745-424","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/03688044-cd23-4026-8353-d2f0c202a0e1104d9392-4211-47c3-b30b-c6b204729113.jpg?preset=small-sq","National Art Education Association Student Chapter","The National Art Education Association Student Chapter is a club geared towards UCF's Art Education majors. We do everything from professional development to actually creating art. We continue to inspire the younger generations through art in school!"
"1523568745-377","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/70ddca0c-a087-4a84-9ea8-1d4a14db2a990bf67c1f-74d7-4d0b-ba17-43fc7d99577e.png?preset=small-sq","Knights Overseas","Our mission is a force of empowerment through education – fundraising/supporting communities of impoverished nations, whose children are unable to afford such scholarship and in spreading awareness of education/economic disparities worldwide."
"1523568745-132","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1fdad247-4ddc-437d-a072-b3beeb0dcafac6bdb7b7-c7da-40ac-978d-264a3a364ada.jpg?preset=small-sq","Badminton Club @ UCF","Badminton Club is dedicated to students who either have a continuing interest in badminton, or would like to unwind by trying a new sport. The club is open to anyone. Students who wish to come are free to play the sport with friends on their own, or ma..."
"1523568745-384","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e4723c7c-d47f-4af8-be6d-bbae377b55371b0358a2-bee9-46fa-86a0-8b3783317576.jpg?preset=small-sq","Lambda Theta Alpha Latin Sorority, Inc.","Lambda Theta Alpha is the first Latin sorority in the nation. LTA prides itself on being an academic sorority based on the principles of unity, love, and respect. Since their founding in 1975, their mission has been the empowerment of women!"
"1523568745-320","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8960aed4-3ed0-48f8-a474-b120a8e453adce91a3f3-da31-4fb7-b59f-29bcf5b6277a.PNG?preset=small-sq","Integrated Business Professional Association","Promoting an integrated culture of professionalism, collaboration, problem solving, and risk taking to help business students today become the leaders of tomorrow."
"1523568745-465","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c7b33b1e-be80-4a35-bf47-72f82c2e16ef0e903d66-61f5-4cd2-abdb-6d9432ef3b40.jpg?preset=small-sq","Organization for Public Administration","The Organization for Public Administration (OPA) is a registered student organization open to all students at UCF. Events held by OPA will be geared towards enhancing the professional careers of students interested in the field of Public Administration"
"1523568745-231","https://knightconnect.campuslabs.com/engage/organizations","","D","The mission of the Dodgeball Club at UCF is to promote the sport of Dodgeball on the UCF campus in a competitive manner."
"1523568745-558","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1c8e0c65-86d3-4507-9b33-6d0cfcddeb3cdf5f05f8-9f2b-4d5d-83c2-982d7c3a2881.jpg?preset=small-sq","Saxophone Collegium","Mission: To  provide leadership, community involvement, and educational opportunities for its members and to promote student  interest  and  involvement  in  the  Saxophone  Collegium's  sponsored program meetings and festivals."
"1523568745-415","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d0dd00e6-4608-4651-942f-99adfe7d4d92755acfea-ba61-47e3-ad48-7ce0af881f4f.PNG?preset=small-sq","Modeling and Simulation Knights","MaSK (Modeling and Simulation Knights) is a graduate student organization for Modeling and Simulation students at UCF to collaborate, network, and socialize. We will have at least one event per month."
"1523568745-135","https://knightconnect.campuslabs.com/engage/organizations","","B","The mission is to allow a place for Bangladeshis to find others like them while at the same time making others aware of the cultures and traditions of the Bangladeshi community"
"1523568745-72","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5f1968a3-b018-40f5-952f-3d5f72fb8b71402beaaa-566b-451a-8285-005a81fd8e40.jpg?preset=small-sq","Actuarial Science Club","To provide support and fellowship for students interested in pursuing a career in the field of actuarial science."
"1523568745-306","https://knightconnect.campuslabs.com/engage/organizations","","H","To work toward the diversification of faculty and students in Schools and Colleges of Education and of K-12 teachers and administrators."
"1523568745-93","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ea0e8d64-940e-4a3e-b038-d6d9743f24e013db4c8d-cde8-4310-a568-f3a5f7942df3.png?preset=small-sq","American Institute of Aeronautics and Astronautics","To broaden the horizons of students interested in Aerospace Engineering and aid their futures in Aerospace engineering by bridging the gap between students and the industry."
"1523568745-128","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b39a6374-841b-4fee-8ebc-b54fa1a78179331d93e7-311b-4c50-afbb-545602464a68.jpg?preset=small-sq","ATHENA Women Empowered","WE are a group of diverse women who come together to support each other through the self-discovery process, bridging the gap between college and career, and connecting to influential women leaders in our community."
"1523568745-559","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f2e317c0-5273-4599-bc12-17ad1ffc495f00beaea4-31f5-4aef-bc58-c34c15c8ecb8.jpg?preset=small-sq","SCUBA Club @ UCF","A group of active Scuba divers who wish to mentor other students, to become better divers, and to conserve the underwater world."
"1523568745-507","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/eb4ebb69-92db-4a5f-965c-49353962315f0b20c513-67ef-4aa6-94d2-1b910d7146d5.jpg?preset=small-sq","Pre-Dental Student Association","This club is dedicated to educating and helping students interested in the field of dentistry with information about the field, the application process, and requirements for dental school."
"1523568745-519","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/92aa174c-ec18-450e-a255-c2075f8cb58754eba3c4-b082-470f-b9d3-418328b1c157.png?preset=small-sq","Project: Student Poetry Initiating Thought",".The mission of Project: S.P.I.T. is to create a spoken word/poetry community and awareness on the UCF campus that promotes and develops creative writing, allowing students to be in a safe environment that enables them to express and grow in the art form"
"1523568745-283","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4da3fb3e-a1c5-42e1-aac2-edb61081cb777c0ec323-6654-4810-96cf-beefb6e5372c.png?preset=small-sq","Graduate Health Network","This mission of the Graduate Health Network is to bring students in healthcare together who are interested in opportunities to develop their leadership skills while providing scholarship and networking opportunities in healthcare"
"1523568745-269","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/07110405-9756-4f92-8fc0-8598a5e0cc3f590c0f2a-7def-4cfe-969e-7602f7851098.jpg?preset=small-sq","Future Theme Park Leaders Association","The Future Theme Park Leaders Association (FTPLA) is a student-run organization at UCF's Rosen College of Hospitality Management focused on the study of the theme park and attraction industry for personal development and success for all of our members."
"1523568745-566","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e968e48b-9e92-4168-a13a-ee0ae2b3913d8f40dbe3-976a-43b1-9edc-0f25c8ceb6f6.jpg?preset=small-sq","Sigma Alpha Epsilon","The mission of Sigma Alpha Epsilon is to promote the highest standards of friendship, scholarship and service for our members based upon the ideals set forth by our Founders and as specifically enunciated in “The True Gentleman.”"
"1523568745-416","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9cb69d5e-e51f-41e4-95a6-f333c8c9597125b511c1-e8a5-42b3-a91d-108439359b04.jpg?preset=small-sq","Moot Court Organization","The mission of the Moot Court Organization is to create a forum in which students with an interest in the law can discuss issues of constitutional law and develop advocacy skills through participation in the American Moot Court Association competition."
"1523568745-158","https://knightconnect.campuslabs.com/engage/organizations","","B","The mission of the Business Leadership Council is to provide the leaders of various Business Registered Student Organizations a place where they can meet in order to communicate information about their organizations"
"1523568745-101","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/fb694b1c-0a4a-4dd4-ba86-986ce2fee28538b878f2-f975-4216-a975-548b544c7a1d.jpg?preset=small-sq","American Society of Civil Engineers","An organization that aims to promote professionalism, leadership and hands-on learning for civil, environmental, or construction engineering students."
"1523568745-263","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ad0e734c-0e44-4755-b941-f9d5230c991d323603e5-9480-442e-ae02-8ebbd1f984f1.png?preset=small-sq","For Florida's Future","For Florida's Future seeks to mobilize and empower students and organizations to drive change and advance our progressive values in shared prosperity, strong public schools, climate change, and racial justice."
"1523568745-520","https://knightconnect.campuslabs.com/engage/organizations","","P","Psi Chi is an international honor society whose purpose shall be to encourage, stimulate, and maintain excellence in scholarship of the individual members in all fields, particularly in psychology, and to advance the science of psychology."
"1523568745-549","https://knightconnect.campuslabs.com/engage/organizations","","R","The mission of Rotaract at Rosen College of Hospitality Management is to carry out activities focusing on community and international service projects, leadership development and professional development in affiliation with local Rotary clubs and Rotary"
"1523568745-148","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1f0e985b-2afc-411d-9b20-3d33c2c3906efcf80f5e-5b39-49ab-ba11-603067937a16.jpg?preset=small-sq","Black and Gold Studios","Black & Gold Studios is the Office of Student Involvement's on-campus recording studio, located in All Knight Study 2 at Ferrell Commons."
"1523568745-149","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/273156fb-d582-4316-9ba8-9074d42e41ab723b5f00-7164-41d5-8915-e4a55202f66f.gif?preset=small-sq","Black Female Development Circle","To educate, explore, enhance, and celebrate womanhood on the campus and in the community by building upon the intellectual capacity of women through self-awareness, self-respect, and self-actualization."
"1523568745-359","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/61efcd0b-b7b5-4be3-a7e7-208aa054917d7514687e-d758-4de7-a4b9-2ae92588e3b1.jpg?preset=small-sq","Knights Blade","To provide for a safe, realistic, and practical method of experiencing historically accurate Medieval & Renaissance fencing skills, and to promote interest in and the advancement of historically accurate Medieval and Renaissance fencing."
"1523568745-336","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8c2e3852-526c-4019-a8fe-2d7b36376e92473a975f-2eed-4431-9404-98bf4251b677.jpg?preset=small-sq","John T. Washington Honor Society","To uphold the legacy of the late Dr. John T. Washington, we seek to question, evaluate, and raise the standard of education for the African-American student. We uphold the principles of scholarship, leadership and service."
"1523568745-176","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/050bea42-f460-49b2-aa75-80c43607b44abf5bdcd6-eb22-44c1-9679-97c6ad61738b.jpg?preset=small-sq","Chi Omega Fraternity","Chi Omega is an intergenerational women’s organization committed to our purposes:

Friendship
Personal Integrity
Service to Others
Academic Excellence and Intellectual Pursuits
Community and Campus Involvement
Personal and Career Development"
"1523568745-327","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/0a5c4ea0-12f6-42ab-9858-4a358c253aa4967a3f32-c5b4-4787-b878-79f0f8f7cc56.jpg?preset=small-sq","International Relations Club","Do you love international politics and keeping up with current events? Does your five-year plan involve going to a foreign country and changing the world? Are you looking for ways to advance your career, travel, network, and make friends? Then join IRC!"
"1523568745-321","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/23a11150-fb58-40ee-8d94-257e3c64411e23465fcc-5d72-40e2-9a15-1e6a0c7a9b92.jpg?preset=small-sq","Intellectual Decisions on Environmental Awareness Solutions","IDEAS for UCF works towards addressing environmental challenges and finding realistic solutions to combat issues we face today. We strive to Educate, Engage, and Empower others  in environmental sustainability and provide innovative solution."
"1523568745-402","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8815c527-9597-4299-b114-4e4d8aa5fa4f8f8c6837-d1ba-49fe-a71e-3d08996b13fa.jpg?preset=small-sq","Lunar Knights Mining Club","The mission of the Lunar Knights Mining Club is directed towards enlightening students about the importance of mining, researching new mining techniques, and building a robot that can compete in mining competitions across the U.S."
"1523568745-552","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8c546eb6-b107-41c4-a815-b0e7a5aa6dc204138130-987f-4067-b065-8e2717380121.jpg?preset=small-sq","RUKUS","To give students an opportunity to use dance and acting as a performance outlet."
"1523568745-330","https://knightconnect.campuslabs.com/engage/organizations","","I","We are an organization founded during 1963, that believes in scholarship, leadership, brotherhood, fidelity, and citizenship. We will always and forever build a tradition and not rest upon one."
"1523568745-165","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/174c4687-9e43-409b-b841-e0617ae93cf3de49c728-5922-4bc7-922e-7ef78e08286d.jpg?preset=small-sq","Caribbean Students' Association","The purpose of the Caribbean Students' Association (CSA) at the University of Central Florida (UCF) is to unite people with a common interest in the Caribbean while educating the students of the cultural aspects of the Caribbean."
"1523568745-596","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d6701d43-d86d-43c2-a3ba-9939c55f65f0ed420e1d-58e3-47f8-84c8-0adbe1c0b3ce.png?preset=small-sq","Sparks Magazine at the University of Central Florida","The mission of Sparks magazine is to provide a mixed-media platform for students to create content to engage in, develop and understand the Asian and Pacific Islander American experience."
"1523568745-238","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/800ef8af-77a5-41fc-bb80-128ca8fc07f1465ce5a7-f1d1-4476-bb20-3e7f4193123d.jpg?preset=small-sq","Emergency Management Student Association","The mission of EMSA is to provide a means for continuing Emergency Management education outside the classroom; to supplement a student’s education, cultivate relationships between peers, and to continue to professionalize the academic field of Emergency"
"1523568745-71","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/13e14f7a-d752-4311-b42c-b391bf6da567709799df-dcbe-409e-b658-6848b44fe184.jpg?preset=small-sq","Active Minds","To act as an advocate to raise awareness and reduce the stigma surrounding mental health as well as disseminate information regarding mental health issues and their treatment."
"1523568745-326","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c15d878f-6987-4eaf-9f9e-a11bcfc94f656f36f47b-0cb7-4c29-bca0-ffa6011a4e17.jpg?preset=small-sq","International Medical Outreach","IMO’s is a student-non profit organization whose mission is provide sustainability ,cultivate medical awareness and cultural awareness and to foster cross-cultural connections by embarking on International mission trips and local mission trips."
"1523568745-286","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f430dfd0-be6c-4397-8294-caa4fbbe97816b1d24f2-f043-435a-92f5-6395d3130b0d.png?preset=small-sq","Graduate Student Association","The Graduate Student Association (GSA) is the representative organization for UCF's graduate student body. Our goals are to provide advocacy, open forum, volunteering and programming, and professional development to the university's graduate students."
"1523568745-357","https://knightconnect.campuslabs.com/engage/organizations","","K","The mission of Knights and Jesters is to provide a place for jugglers to gather and practice together, and to provide access to equipment and lessons for those who would like to learn to juggle."
"1523568745-96","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f6bccb8a-0873-43d3-8292-b5e07ac5c8ee431b79f1-5058-4030-9b26-bc8d6dfda703.jpg?preset=small-sq","American Red Cross Club","The American Red Cross Club at the University of Central Florida is a service-based club that encourages students to take part in charitable work by supporting the mission and lines of service of the American Red Cross."
"1523568745-85","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/38daa149-2afa-440e-b146-22937a3b4bcbbd747dfd-e16a-4c17-b8c8-15be4ab6b2e7.jpg?preset=small-sq","Alpha Phi Sigma Criminal Justice Honor Society","To recognize and promote high scholastic standards and integrity in the criminal justice profession, and to establish the benefits of scientific research and continuing education."
"1523568745-339","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1460e166-a806-4b26-a966-5f7d529834f849a12dc7-632a-40af-a003-c69403b354eb.jpg?preset=small-sq","Judo Club @ UCF","Martial Arts Club"
"1523568745-468","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/49fa9ce3-cd16-455e-80f3-1f9faf1397f9a877824c-3408-4a56-a556-6eb5f1016aaa.gif?preset=small-sq","Orlando Knight's Lions","The mission of the Orlando Knights’ Lions is to empower volunteers to serve their communities, meet humanitarian needs, encourage peace and promote international understanding."
"1523568745-224","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a2d18972-9a55-43c7-a1a1-b6a70a62f46b30097344-3842-467f-8a14-0064d0b7bb36.png?preset=small-sq","Delta Upsilon International Fraternity","Delta Upsilon is the oldest, non-secret international fraternity, and was founded in 1834. We were founded on four principles being the advancements of justice, development on character, diffusion of liberal culture, and the promotion of friendship."
"1523568745-608","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5b0f30de-e425-493c-9ab8-2f77ea320f12cd84e7f5-0cef-4c0c-bdae-8b6408db1c21.png?preset=small-sq","Student Association of School Psychologists","Our purpose is to promote awareness of the role of the school psychologist within the community and to promote professional and academic excellence among our members."
"1523568745-354","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c835b1e5-f46f-4925-87b3-4032775671ccd2297265-fbdf-479c-93a6-676eac889471.jpg?preset=small-sq","Knight-Thon","Knight-Thon is the University of Central Florida’s Dance Marathon and largest student-run philanthropy benefiting Arnold Palmer Hospital for Children."
"1523568745-555","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/975bec2c-f580-4d4f-b225-0289ab2ffee762cd7be8-fcbe-407c-8e28-c09e0d77aefe.jpg?preset=small-sq","Sales Club","Our mission is to help students learn the essentials of landing your dream job, and to provide the networking opportunities to do so."
"1523568745-565","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8dbe6dc3-20d7-40a4-97ea-e5f448930c254500bf2b-4684-4c76-b076-c7c5e7efe61c.jpg?preset=small-sq","Shimmy Knights","Shimmy Knights is the student run belly dance club on campus. We teach everyone, from the most basic moves to full choreography with performance opportunities."
"1523568745-481","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9eb6b6f0-9c7d-41bf-a80a-7049f7be3dc6dbd55e7a-e962-40c4-b3ba-768b1dd7b639.png?preset=small-sq","Phi Alpha Delta Pre-Law Fraternity","Visit www.ucfpad.com for more information

Phi Alpha Delta Law Fraternity, International is a professional law fraternity advancing integrity, compassion and courage through service to the student, the school, the profession and the community."
"1523568745-296","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ab8b834f-2528-4767-95a4-85ddd360fa9b02082371-c223-42a7-9698-526add6c1ae2.jpg?preset=small-sq","Harry Potter Club","The mission of the Harry Potter Club is to unite UCF students with the common interest of the Harry Potter series of both book and film."
"1523568745-422","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d37a3e17-8f99-4a14-a8fa-dca5cc01784b7104b908-26fd-4433-aef7-d43de84f1522.jpg?preset=small-sq","Multicultural Student Center","The Multicultural Student Center (MSC) will help facilitate the inclusive shared learning experience for all UCF Knights. We will promote an environment that acknowledges respects, enhances, and celebrates all aspects of culture."
"1523568745-388","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7baf68cb-17a7-402e-898c-9f7e4554385de97ca718-e3a7-4c3e-acd5-be96811d280d.jpg?preset=small-sq","Latin Rhythm","Latin Rhythm is an organization whose goal is to expand the cultural knowledge of it's members through the study and practice of Latin Dance. Not only do you learn to dance, but you have fun and meet tons of new people as well!"
"1523568745-560","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/322cf6da-59c3-4771-ad5c-5cb059c5f4f575a66268-995b-42a8-bb7b-1ce7abdb9766.jpg?preset=small-sq","Secular Student Alliance","We give non-theists a place to exchange ideas in an environment that is free from doggmatism, bigotry, and superstition. Offering everyone with secular values a place to contribute to their community out of kindness and compassion for humanity."
"1523568745-489","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3d030aa4-659f-4dea-9515-d8d8e89f908df5366a87-5425-4c9c-9f66-9d59dfdbd88d.gif?preset=small-sq","Phi Eta Sigma National Honor Society","The mission of Phi Eta Sigma is to not only reward academic excellence, but to encourage students to continue to excel in their scholastic endeavors."
"1523568745-199","https://knightconnect.campuslabs.com/engage/organizations","","C","The Counselor Education Doctoral Student Organization (CEDSO) is the student association specifically for doctoral students in counselor education at UCF."
"1523568745-202","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/78429084-b90c-44bd-804f-f376f670b61f4d88c0f0-57e2-4f87-9d0f-bf254d8978ca.jpg?preset=small-sq","CREOL Association of Optics Students","CAOS oversees all student relations at CREOL, the College of Optics and Photonics. The officers of CAOS are responsible for outreach events, maintaining good relations with CREOL industrial affiliates, and student social and academic events."
"1523568745-346","https://knightconnect.campuslabs.com/engage/organizations","","K","The Most Preferred Fraternity in the World. A strong brotherhood built on the pillars of Scholarship, Leadership, Fellowship, and Service."
"1523568745-432","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9746ae0e-ff0e-40af-af65-18e23252ca135993905d-2030-4039-8e10-4a8b0c0d6fcb.png?preset=small-sq","National Organization for the Reform of Marijuana Laws","Our mission is to create an awareness about marijuana laws and their relation to constitutional rights on and around UCF in order to help bring about the eventual decriminalization of the possession, use, and cultivation of cannabis."
"1523568745-380","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5fd48ba8-a1a0-480e-9852-3a0d233f843ce18cbd4d-48c5-4ecf-9773-c36ba509b89e.jpg?preset=small-sq","Lake Claire Area Council","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-279","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6a3a58b2-005c-46db-8e48-c415e9e022b0702702e4-b62d-4fd3-b284-edc98dd73d52.jpg?preset=small-sq","Global Medical Brigades","Global Medical Brigades focuses on providing comprehensive health care in rural communities with limited access to healthcare by having volunteers work alongside licensed doctors, pharmacists, and dentists."
"1523568745-581","https://knightconnect.campuslabs.com/engage/organizations","","S","With nearly 7000 members worldwide, the Society for Information Display is the leading academic organization related to electronic display research. Our organization is the student branch of SID on UCF campus."
"1523568745-115","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/15ede4ab-4693-4bf1-9134-9cfcd7146f9a5033462d-1326-487f-93d2-90f589571eb2.jpg?preset=small-sq","Asian Pacific American Coalition","The mission of the Asian Pacific American Coalition at UCF is to develop leadership, to be a source of political and social advocacy for issues facing Asian Americans, and to promote unity and a voice for the campus and community at UCF."
"1523568745-129","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/8e705284-4606-4b40-83e0-49cdc081e38d1eca15b4-4926-487f-a6fe-8aeef7b43be5.jpg?preset=small-sq","Audio Engineering","Audio Engineering is the one stop shop for all things related to audio, acoustic, sound, music, regardless of your major or interest."
"1523568745-138","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b6f564a4-1507-4172-9588-9dba150e8ecb5035777f-06de-4105-994f-b7d0da0e5268.PNG?preset=small-sq","Baseball Club @ UCF","We are a student-run organization in which students get to continue their passion for the game of baseball. We have created a relaxed, fun and competitive environment. The baseball club at UCF will not take over your life, but allow for the love of the..."
"1523568745-208","https://knightconnect.campuslabs.com/engage/organizations","","C","Introduce UCF students to creative world of culinary and foodservice industry."
